"","LSOA","Density.KM2","Outlets.1000","CHALICE.Density.PWC","CHALICE.Density","KDE","WIMD_Quintile","Morphology","Total","POP_X","POP_Y"
"252","W01000252",0.72727,1.35,0.88645,0.74845,1.78774607181549,4,"Urban > 10K",1480,330464,367390
"253","W01000253",0.27174,0.61,0.32932,0.46573,0,3,"Urban > 10K",1641,322377,374537
"254","W01000254",1.10585,3.82,0,1.30565,0,2,"Urban > 10K",1832,321122,375870
"255","W01000255",1.08578,5.13,0.42369,0.98713,0.0487848110497,4,"Urban > 10K",1948,334239,363958
"256","W01000256",0,0,0.5797,0.79671,0.151236698031425,3,"Urban > 10K",1288,333261,363198
"257","W01000257",0,0,0.56501,0.61049,2.26524090766907,5,"Urban > 10K",1833,334153,363393
"258","W01000258",0.49751,3.09,0,0.34863,0.741937935352325,4,"Village Hamlet & Isolated Dwellings",1941,318997,373372
"259","W01000259",2.27273,4.55,1.22112,2.90811,0.00231186975725,3,"Urban > 10K",1320,328624,363566
"260","W01000260",1.96078,0.63,0.81799,1.29796,5.36930131912232,5,"Urban > 10K",1590,328391,363525
"261","W01000261",10.81081,2.93,0.94427,1.64443,2.54606890678406,4,"Urban > 10K",1366,326902,363817
"262","W01000262",15,4.85,6.10512,6.66768,10.1520643234253,2,"Urban > 10K",1237,327692,363648
"263","W01000263",0,0,1.66997,2.27621,1.61168336868286,2,"Urban > 10K",1229,327403,363539
"264","W01000264",1.31579,0.79,0.99503,5.53137,8.0292272567749,5,"Urban > 10K",1262,327545,364451
"265","W01000265",1.08303,2.7,0,1.01742,0.538354635238647,5,"Urban > 10K",1111,327262,364694
"266","W01000266",22.85714,7.73,2.78092,5.73801,9.14807415008545,4,"Urban > 10K",1035,328311,364064
"267","W01000267",2.63158,2.27,1.07613,1.2863,4.54034852981567,4,"Urban > 10K",1323,329262,364350
"268","W01000268",1.90476,1.38,0,1.48067,2.80927062034607,5,"Urban > 10K",1451,328494,364778
"269","W01000269",8.54701,6.83,5.29721,4.1755,10.167163848877,3,"Town and Fringe",1464,330595,357331
"270","W01000270",0.17116,3.88,0,0.30803,0.424328505992889,5,"Village Hamlet & Isolated Dwellings",1030,316106,371761
"271","W01000271",0.42857,5.58,4.1888,2.07962,0.73952704668045,4,"Village Hamlet & Isolated Dwellings",1076,312764,372948
"272","W01000272",0.10025,2.4,0,0.41752,0.258410096168518,5,"Village Hamlet & Isolated Dwellings",1666,318135,367107
"273","W01000273",9.52381,3.21,3.12513,3.05345,9.23220157623291,2,"Urban > 10K",1247,329019,369491
"274","W01000274",1.81269,3.78,6.67619,7.89985,0,1,"Urban > 10K",1586,329591,369403
"275","W01000275",0.96774,5.5,2.05695,2.41996,0.359460890293121,4,"Urban > 10K",1090,328511,370137
"276","W01000276",0,0,0.43491,0.74785,3.42753458023071,4,"Urban > 10K",1014,328297,369712
"277","W01000277",2.38095,3.77,2.20231,1.27391,0.925729274749756,4,"Urban > 10K",1060,328370,369176
"278","W01000278",4.16667,0.82,0.83698,1.91678,6.50530529022217,1,"Urban > 10K",1224,328703,369757
"279","W01000279",0,0,0,0.25036,0.60737270116806,4,"Urban > 10K",1119,329069,368685
"280","W01000280",1.28205,0.8,0.5863,0.36264,1.20384073257446,4,"Urban > 10K",1247,328487,368102
"281","W01000281",0,0,1.11528,1.28573,3.90023064613342,4,"Urban > 10K",1105,328732,368986
"282","W01000282",0.97087,0.75,0,0.57419,3.24007129669189,5,"Urban > 10K",1341,328365,368413
"283","W01000283",2.18978,4.55,2.10982,3.67399,0,4,"Urban > 10K",1980,329743,368910
"284","W01000284",1.17647,0.74,0.2083,0.46146,1.09646916389465,5,"Urban > 10K",1360,329595,365547
"285","W01000285",2.34742,3.79,0.25153,1.25553,1.32223498821259,5,"Urban > 10K",1321,330145,365772
"286","W01000286",2.13415,4.07,0,1.08154,0.167256936430931,5,"Urban > 10K",1720,329215,366209
"287","W01000287",1.46396,7.48,0.26334,1.39201,0,2,"Village Hamlet & Isolated Dwellings",1737,312881,382646
"288","W01000288",9.78261,4.92,6.0956,6.70946,0,1,"Urban > 10K",1828,324597,372881
"289","W01000289",0.54795,1.7,0.27309,0.18479,0,5,"Urban > 10K",1179,323453,372688
"290","W01000290",20.89552,12.26,4.48506,6.17079,17.7084712982178,2,"Urban > 10K",1142,324075,372800
"291","W01000291",0,0,0.54804,0.59291,0.18116657435894,3,"Urban > 10K",1154,323683,372137
"292","W01000292",4.7619,0.84,1.91647,2.07714,7.40402173995972,1,"Urban > 10K",1188,324968,372383
"293","W01000293",0.36946,2.26,0.62377,1.54049,0,2,"Urban > 10K",1329,325329,372118
"294","W01000294",0.5168,1.2,0,0.18781,0.515718817710876,4,"Urban > 10K",1663,324453,371289
"295","W01000295",13.33333,2.82,1.59467,2.41547,10.1276597976685,4,"Urban > 10K",1420,324350,372202
"296","W01000296",1.16822,3.84,2.6652,1.35379,0,1,"Urban > 10K",1303,319391,377463
"297","W01000297",0,0,0.375,0.45308,1.78662371635437,4,"Urban > 10K",999,318921,377203
"298","W01000298",1.71429,6.08,2.40191,4.26797,0.661950826644897,2,"Town and Fringe",1481,309900,383165
"299","W01000299",0.53121,2.35,0.85422,0.63844,1.85788106918335,5,"Village Hamlet & Isolated Dwellings",1705,320082,364585
"300","W01000300",0.2809,3.26,0,0.30266,0.419492840766907,5,"Village Hamlet & Isolated Dwellings",1534,322093,362076
"301","W01000301",0.15835,2.67,0,0.24809,1.9365563276e-05,4,"Village Hamlet & Isolated Dwellings",1497,320719,369641
"302","W01000302",2.47678,4.98,1.3046,3.15053,3.20148062705994,5,"Urban > 10K",1608,331325,366320
"303","W01000303",0.44893,2.85,1.12528,1.6241,1.93222725391388,5,"Town and Fringe",1402,333000,361241
"304","W01000304",32.97872,18.14,3.52014,10.43455,14.1218376159668,1,"Urban > 10K",1709,318709,376029
"305","W01000305",1.47059,1.29,0.84282,1.80946,0.003871143097058,4,"Urban > 10K",1547,319479,376156
"306","W01000306",0.75758,0.99,0.35995,1.32657,0.336167424917221,2,"Urban > 10K",2020,318107,375974
"307","W01000307",0.35492,3.7,0.49611,0.56483,0.528551816940308,5,"Village Hamlet & Isolated Dwellings",1082,330688,358716
"308","W01000308",0.66225,0.96,1.66558,1.55118,0.506595432758331,4,"Town and Fringe",1037,331072,357873
"309","W01000309",0.76726,5.2,1.12229,0.97373,0,3,"Town and Fringe",1730,327031,360252
"310","W01000310",0.30817,3.68,0,1.28359,0.001022425363772,4,"Village Hamlet & Isolated Dwellings",1631,328996,356278
"311","W01000311",1.03093,2.83,1.75032,1.29794,0.201495110988617,3,"Urban > 10K",1415,331976,366761
"312","W01000312",1.72414,0.69,0.79901,0.81593,4.90562009811401,2,"Urban > 10K",1451,332061,367388
"313","W01000313",0,0,0.84523,5.08699,2.8484046459198,3,"Town and Fringe",1254,324095,363208
"314","W01000314",54.28571,19.59,27.31221,22.40274,45.3170051574707,3,"Town and Fringe",970,323554,363738
"315","W01000315",8.18966,11.05,10.52669,7.35425,10.935546875,4,"Town and Fringe",1719,324269,364015
"316","W01000316",0,0,0.67612,0.95967,1.83103704452515,5,"Town and Fringe",1097,322897,363733
"317","W01000317",1.14943,0.91,0.85504,1.01623,2.1722571849823,5,"Town and Fringe",1099,323152,363278
"318","W01000318",3.125,1.1,3.10128,4.53152,5.83821535110474,1,"Town and Fringe",909,323139,364162
"319","W01000319",10.30928,8.14,3.58667,6.83574,21.2930068969727,3,"Town and Fringe",1229,323389,364480
"320","W01000320",0.8547,6.11,0.91488,1.09822,0.164683327078819,2,"Village Hamlet & Isolated Dwellings",1637,316184,379805
"321","W01000321",0,0,0.27526,0.75779,1.07023310661316,5,"Urban > 10K",1457,325621,364784
"322","W01000322",2.05479,2.44,0.42621,1.01663,0.74460232257843,5,"Urban > 10K",1232,325490,364419
"323","W01000323",0.7014,5.29,0,1.09671,1.42398583889008,5,"Village Hamlet & Isolated Dwellings",1323,324613,368052
"324","W01000324",2.8777,3.1,1.61281,2.1305,1.89413726329803,5,"Town and Fringe",1291,324399,366230
"325","W01000325",2.25989,6.18,1.45624,2.07632,6.47918510437012,5,"Village Hamlet & Isolated Dwellings",1295,327120,367819
"326","W01000326",0,0,0.10863,0.29897,0.106766134500504,5,"Town and Fringe",1394,330099,361182
"327","W01000327",0.69085,2.26,0.45815,0.75597,1.09699296951294,5,"Town and Fringe",1768,330487,362391
"328","W01000328",3.17848,6.97,0.1037,3.25655,5.88958120346069,2,"Urban > 10K",1865,332770,367479
"329","W01000329",2.51046,5.38,0.66997,1.059,0,2,"Urban > 10K",1115,337146,365081
"330","W01000330",2.85714,0.64,1.2974,1.07997,3.48387002944946,2,"Urban > 10K",1555,338125,364691
"331","W01000331",0,0,0,0.48479,0.994873702526093,4,"Urban > 10K",1394,337772,364510
"332","W01000332",0.24198,2.97,0,0.39573,0.012634679675102,2,"Urban > 10K",1349,333817,368844
"333","W01000333",1.44092,4.28,1.77855,1.53597,0.126516833901405,1,"Urban > 10K",1169,332676,369126
"334","W01000334",9.45946,4.31,4.04176,3.78669,7.75922918319702,2,"Urban > 10K",1625,330739,368558
"335","W01000335",7.40741,2.03,2.61888,2.00056,5.93570852279663,1,"Urban > 10K",985,330742,367878
"336","W01000336",4.44444,1.71,1.5639,2.21767,10.1659698486328,1,"Urban > 10K",1169,330973,368103
"337","W01000337",12.64368,5.87,6.14244,6.38216,12.5754251480103,3,"Urban > 10K",1874,330404,368785
"338","W01000338",0.33426,3.74,0,3.8442,0.604601562023163,4,"Village Hamlet & Isolated Dwellings",1606,310163,380196
"339","W01000339",0.13643,1.4,15.75076,3.02403,0.012790884822607,4,"Village Hamlet & Isolated Dwellings",1425,325070,358066
"340","W01000340",0.18674,1.95,0.20507,0.3503,0.248817071318626,5,"Urban > 10K",2050,315737,376863
"341","W01000341",0,0,0.28313,0.81316,4.19010782241821,3,"Urban > 10K",1288,334345,351751
"342","W01000342",3.125,0.74,0.71648,1.13985,4.63884544372559,2,"Urban > 10K",1347,333927,351644
"343","W01000343",0,0,0.94846,1.02876,2.9773645401001,5,"Urban > 10K",957,334949,352113
"344","W01000344",0,0,0,0.07661,0.647969782352448,5,"Urban > 10K",1194,334566,352567
"345","W01000345",0.24728,3.73,0,0.54316,0,5,"Village Hamlet & Isolated Dwellings",1340,339992,345401
"346","W01000346",0.04488,1.53,0,0.17767,0.250890523195267,4,"Village Hamlet & Isolated Dwellings",1304,347859,341186
"347","W01000347",0.62305,2.38,0,0.64622,0.171021670103073,3,"Urban > 10K",1679,329464,352845
"348","W01000348",6.77966,3.45,1.92325,1.51446,4.42307043075562,2,"Urban > 10K",1160,329172,353902
"349","W01000349",3.46821,3.97,1.04468,1.30501,1.99305129051208,3,"Urban > 10K",1510,332388,350157
"350","W01000350",28.76712,12.9,8.62379,15.78512,20.2920837402344,2,"Urban > 10K",1628,332882,350339
"351","W01000351",1.44231,1.63,0.32828,0.44532,2.47632050514221,3,"Urban > 10K",1836,330364,353342
"352","W01000352",10,2.13,1.90289,1.62467,5.9605598449707,2,"Urban > 10K",940,335031,351000
"353","W01000353",4,0.85,0.37109,0.61255,2.31743407249451,1,"Urban > 10K",1171,335196,350394
"354","W01000354",2.20183,7.95,1.84462,2.77619,0,3,"Urban > 10K",1510,327667,342949
"355","W01000355",11.49425,7.19,4.16898,3.91563,5.74255657196045,2,"Urban > 10K",1390,328220,342649
"356","W01000356",2.29008,2.08,1.43526,1.38368,3.80103969573975,2,"Urban > 10K",1442,328106,341770
"357","W01000357",0.09031,3.05,0,0.43646,0.669277131557465,4,"Village Hamlet & Isolated Dwellings",982,322307,337520
"358","W01000358",0.06233,6.06,0,0.95218,0,3,"Village Hamlet & Isolated Dwellings",825,318824,336403
"359","W01000359",0.20161,0.98,0,0.00723,0.001526467967778,4,"Town and Fringe",1023,329352,339717
"360","W01000360",0,0,0,0.14809,0.479056000709534,2,"Town and Fringe",1037,329172,338769
"361","W01000361",0.81121,6.38,2.27786,2.17405,0.30192556977272,3,"Town and Fringe",1725,329174,338117
"362","W01000362",1.16279,0.81,0.99736,0.53153,0.743352591991425,2,"Town and Fringe",1239,329007,351258
"363","W01000363",4.6875,2.31,0.69363,1.21004,5.3059778213501,5,"Town and Fringe",1297,328246,351507
"364","W01000364",1.03627,2.8,2.10952,1.58605,0,5,"Town and Fringe",1431,328649,351016
"365","W01000365",7.69231,3.54,1.51881,7.43485,0.194708079099655,4,"Urban > 10K",1979,333421,349282
"366","W01000366",9.30233,3.29,2.63051,1.77161,6.01100301742554,2,"Urban > 10K",1216,331408,348721
"367","W01000367",1.1236,1.83,0.73057,0.88553,1.75030159950256,5,"Urban > 10K",1094,331597,349029
"368","W01000368",5.35714,1.7,1.08934,1.05598,3.65527868270874,5,"Urban > 10K",1769,333529,352255
"369","W01000369",1.85185,1.73,0.76756,1.29729,3.65317296981811,5,"Town and Fringe",1154,335082,355017
"370","W01000370",1.43443,5.65,2.84126,1.75212,0.972906470298767,5,"Town and Fringe",1238,335130,354576
"371","W01000371",11.11111,1.93,2.78282,2.78898,13.5061531066895,4,"Urban > 10K",1038,333368,351171
"372","W01000372",34.88372,20.13,2.52863,8.01091,54.2991676330566,2,"Urban > 10K",1490,333177,351013
"373","W01000373",2.24719,1.39,1.01551,1.37807,2.75262975692749,1,"Urban > 10K",1434,330617,351865
"374","W01000374",3.44828,1.7,0.28467,1.61813,4.90206098556519,3,"Urban > 10K",1177,332155,353598
"375","W01000375",2.6455,3.53,0.65783,0.62927,1.76064372062683,4,"Urban > 10K",1416,332909,353056
"376","W01000376",1.3245,1.67,2.31163,1.27226,1.29625380039215,5,"Urban > 10K",1196,332387,353994
"377","W01000377",2.1978,3.16,0,1.5839,0.053781200200319,3,"Urban > 10K",1264,331111,354324
"378","W01000378",6.97674,2.92,1.73968,1.70936,5.19635534286499,1,"Urban > 10K",1029,331309,353598
"379","W01000379",1.63934,0.74,0.96853,0.88786,3.31697750091553,1,"Urban > 10K",1345,331517,353065
"380","W01000380",0.96154,0.81,0.97864,0.6819,0.780943036079407,4,"Urban > 10K",1237,331693,352601
"381","W01000381",4.54545,0.97,1.86026,2.56248,17.5087051391602,3,"Urban > 10K",1036,333738,349414
"382","W01000382",4.34783,2.23,1.66041,2.03032,3.21237325668335,1,"Urban > 10K",895,334060,349309
"383","W01000383",0.24103,4.39,0,0.36094,0.013882256112993,4,"Village Hamlet & Isolated Dwellings",2052,337541,350417
"384","W01000384",6.74157,5.91,3.4869,2.78985,4.36664295196533,5,"Town and Fringe",1015,340965,353855
"385","W01000385",7.14286,1.92,3.08446,2.271,5.91598701477051,5,"Urban > 10K",1566,330388,346278
"386","W01000386",4.54545,2.42,1.01835,1.85376,2.76688313484192,2,"Urban > 10K",1242,330167,345894
"387","W01000387",0,0,0.29795,0.4203,2.37852215766907,5,"Urban > 10K",1058,334062,352893
"388","W01000388",8,2.14,0.86348,1.21167,3.37869715690613,5,"Urban > 10K",933,333915,352448
"389","W01000389",1.87617,5.96,0.22832,1.61218,0,4,"Urban > 10K",1678,326746,342201
"390","W01000390",0.63291,2.76,0.59475,0.63306,0.346988201141357,4,"Town and Fringe",1447,333473,356045
"391","W01000391",1.46341,2.44,1.48826,0.90049,1.05229437351227,4,"Town and Fringe",1230,333137,355341
"392","W01000392",2.85714,1.51,0.85967,0.94973,1.20154070854187,1,"Town and Fringe",1328,333485,355526
"393","W01000393",11.76471,4.52,0.60671,2.13785,7.59191846847534,3,"Urban > 10K",1770,334195,351089
"394","W01000394",0.28868,9.17,0,0.1503,0.963436186313629,5,"Village Hamlet & Isolated Dwellings",1090,336080,345820
"395","W01000395",0.65359,2.13,0.19795,0.2064,1.00679087638855,4,"Village Hamlet & Isolated Dwellings",941,335756,347828
"396","W01000396",4.16667,2.82,0.24489,0.55464,1.36412239074707,5,"Town and Fringe",1065,335853,355159
"397","W01000397",0,0,0.20837,0.37959,1.00344610214233,5,"Town and Fringe",943,336020,355139
"398","W01000398",0.20325,1.79,0.62708,0.78182,0,4,"Town and Fringe",1120,327423,351737
"399","W01000399",0.3861,1.95,0.29635,0.36526,0.718672335147858,5,"Village Hamlet & Isolated Dwellings",1025,326311,353127
"400","W01000400",0.86957,0.7,1.09116,0.70282,0.829197764396667,4,"Urban > 10K",1435,331175,351388
"401","W01000401",3.57143,1.46,1.69038,1.14074,3.24104189872742,3,"Urban > 10K",1374,330873,352378
"402","W01000402",36.25,12.03,9.60164,13.88769,18.1387176513672,3,"Urban > 10K",2411,332993,349698
"403","W01000403",0.06784,1.74,0,0.15205,0,4,"Village Hamlet & Isolated Dwellings",1151,344405,338953
"404","W01000404",0.27163,4.37,0,1.54835,0,5,"Village Hamlet & Isolated Dwellings",1602,338466,341160
"405","W01000405",2.73973,1.08,2.40595,2.53563,6.91095924377441,2,"Urban > 10K",1851,329344,346012
"406","W01000406",0.64935,0.55,0,0.31681,1.89109325408936,1,"Urban > 10K",1833,328747,345464
"407","W01000407",0.21008,2.78,0.11096,1.39237,0,5,"Urban > 10K",1081,330466,343317
"408","W01000408",0.22779,4.26,1.42069,1.0415,0,2,"Urban > 10K",938,328219,345171
"409","W01000409",4.7619,1.4,1.48785,1.28451,4.11226415634155,1,"Urban > 10K",1433,328820,343333
"410","W01000410",1.59046,5.95,2.50505,3.18766,0.072366692125797,4,"Urban > 10K",1344,329820,346709
"411","W01000411",3.24484,8.86,7.69399,5.64313,0.008922384120524,2,"Urban > 10K",1241,329107,346634
"412","W01000412",0.09766,0.74,1.8947,3.6225,0,3,"Urban > 10K",1352,329187,347139
"413","W01000413",7.40741,1.91,1.5829,1.28557,3.44766974449158,1,"Urban > 10K",1049,334824,349896
"414","W01000414",0,0,0.55123,0.63149,1.9407422542572,1,"Urban > 10K",992,335277,349812
"415","W01000415",14.28571,5.3,1.98022,1.86062,7.4552435874939,5,"Urban > 10K",1321,335032,351500
"416","W01000416",3.84615,0.89,0.18359,0.38982,2.14415812492371,5,"Urban > 10K",1126,335524,351822
"417","W01000417",0.26362,2.15,0.92471,1.04589,0.244334995746613,5,"Village Hamlet & Isolated Dwellings",1394,337271,357259
"418","W01000418",0.70572,7.24,0,1.25589,0.071874588727951,4,"Village Hamlet & Isolated Dwellings",1381,336053,357490
"419","W01000419",0.29762,1.66,0,0.42367,0.109283164143562,2,"Urban > 10K",1203,330817,344494
"420","W01000420",1.85185,3.26,2.42832,2.29743,0.625204741954803,3,"Urban > 10K",1227,330411,344125
"421","W01000421",51.72414,12.74,17.63097,13.27368,52.2459831237793,1,"Urban > 10K",2354,334112,350120
"422","W01000422",1.69492,0.55,0.18584,0.68783,5.93801498413086,4,"Urban > 10K",1828,333131,351824
"423","W01000423",1.69492,0.61,0.39831,0.45144,1.44661939144134,2,"Urban > 10K",1649,335071,349328
"424","W01000424",3.84615,0.87,1.02486,2.33647,3.13886427879333,3,"Urban > 10K",1151,334321,349519
"425","W01000425",0,0,0.88488,1.48567,6.26336765289307,1,"Urban > 10K",1731,334594,350650
"426","W01000426",0.625,4.94,0,0.68218,1.86021161079407,3,"Village Hamlet & Isolated Dwellings",1214,280712,212021
"427","W01000427",0.04696,7.53,0,0.30687,0,3,"Village Hamlet & Isolated Dwellings",1196,316286,276221
"428","W01000428",0.233,9.19,0,0.76287,0,4,"Village Hamlet & Isolated Dwellings",1197,317893,300499
"429","W01000429",0.02601,3.48,0,0.24412,0,4,"Village Hamlet & Isolated Dwellings",2014,293776,286642
"430","W01000430",0.11425,7.53,0,0.79248,0,4,"Village Hamlet & Isolated Dwellings",1063,312112,238492
"431","W01000431",23,21.6,12.58599,10.77023,15.1416139602661,4,"Town and Fringe",1065,304317,250919
"432","W01000432",1.47783,2.91,4.83112,4.82126,4.19484806060791,5,"Town and Fringe",1031,303616,250978
"433","W01000433",0.14331,6.47,0,1.08929,0,3,"Village Hamlet & Isolated Dwellings",2008,300509,294185
"434","W01000434",0.07365,3.18,0.86065,0.38035,0,4,"Village Hamlet & Isolated Dwellings",1256,327894,293938
"435","W01000435",3.1746,13.87,6.47941,5.3537,0.066150404512882,5,"Town and Fringe",1298,321699,218734
"436","W01000436",0.08436,4.95,0,1.62449,0,4,"Village Hamlet & Isolated Dwellings",1211,323134,218774
"437","W01000437",0.61681,4.73,0.26287,1.02881,0,2,"Urban > 10K",1692,277013,210328
"438","W01000438",0.12816,3.56,0,0.12054,0.420250743627548,2,"Village Hamlet & Isolated Dwellings",1124,304246,257267
"439","W01000439",0.18931,5.34,0,0.84719,0.081846453249454,4,"Village Hamlet & Isolated Dwellings",1685,315943,295315
"440","W01000440",0.06336,5.34,0,0.17502,0,4,"Village Hamlet & Isolated Dwellings",1124,307123,233462
"441","W01000441",0.17227,5.03,0.35896,0.38267,1.39554536342621,5,"Village Hamlet & Isolated Dwellings",1193,323778,302844
"442","W01000442",0.03608,4.61,0,0.23922,0,4,"Village Hamlet & Isolated Dwellings",1737,279635,302532
"443","W01000443",0.07875,5.35,0,0.46973,0,4,"Village Hamlet & Isolated Dwellings",1870,317241,242991
"444","W01000444",0.15696,4.74,0,0.7671,0,5,"Village Hamlet & Isolated Dwellings",1899,320429,310303
"445","W01000445",0.14282,7.43,0,0.64396,0,4,"Village Hamlet & Isolated Dwellings",1346,319230,238209
"446","W01000446",28.66667,31.55,13.83657,11.57634,24.384428024292,4,"Town and Fringe",1363,322681,242196
"447","W01000447",0.13604,7.04,0,1.18511,0,4,"Village Hamlet & Isolated Dwellings",1705,315614,289844
"448","W01000448",0.06949,0.83,3.06354,1.56907,0,4,"Town and Fringe",1209,328331,272044
